,hour,weekday,month,off_cat,cnt
10886,12,Wednesday,Jan,Stolen Property Offenses,1
10859,12,Wednesday,Feb,Assault Offenses,37
10860,12,Wednesday,Feb,Burglary/Breaking & Entering,3
10861,12,Wednesday,Feb,Counterfeiting/Forgery,8
10862,12,Wednesday,Feb,Destruction/Damage/Vandalism of Property,7
10863,12,Wednesday,Feb,Drug/Narcotic Offenses,8
10864,12,Wednesday,Feb,Fraud Offenses,24
10865,12,Wednesday,Feb,Kidnapping/Abduction,2
10866,12,Wednesday,Feb,Larceny/Theft Offenses,37
10867,12,Wednesday,Feb,Motor Vehicle Theft,2
10868,12,Wednesday,Feb,Pornography/Obscene Material,2
10869,12,Wednesday,Feb,Robbery,2
10870,12,Wednesday,Feb,Sex Offenses,5
10871,12,Wednesday,Feb,Stolen Property Offenses,2
10872,12,Wednesday,Feb,Weapon Law Violations,4
10915,12,Wednesday,Mar,Assault Offenses,34
10916,12,Wednesday,Mar,Burglary/Breaking & Entering,5
10917,12,Wednesday,Mar,Counterfeiting/Forgery,2
10918,12,Wednesday,Mar,Destruction/Damage/Vandalism of Property,14
10919,12,Wednesday,Mar,Drug/Narcotic Offenses,17
10920,12,Wednesday,Mar,Fraud Offenses,28
10921,12,Wednesday,Mar,Kidnapping/Abduction,2
10922,12,Wednesday,Mar,Larceny/Theft Offenses,31
10923,12,Wednesday,Mar,Motor Vehicle Theft,2
10924,12,Wednesday,Mar,Robbery,1
10925,12,Wednesday,Mar,Sex Offenses,5
10926,12,Wednesday,Mar,"Sex Offenses, Non-forcible",1
10927,12,Wednesday,Mar,Weapon Law Violations,4
10819,12,Wednesday,Apr,Arson,1
10820,12,Wednesday,Apr,Assault Offenses,21
10821,12,Wednesday,Apr,Burglary/Breaking & Entering,9
10822,12,Wednesday,Apr,Counterfeiting/Forgery,3
10823,12,Wednesday,Apr,Destruction/Damage/Vandalism of Property,15
10824,12,Wednesday,Apr,Drug/Narcotic Offenses,11
10825,12,Wednesday,Apr,Fraud Offenses,26
10826,12,Wednesday,Apr,Larceny/Theft Offenses,37
10827,12,Wednesday,Apr,Motor Vehicle Theft,2
10828,12,Wednesday,Apr,Sex Offenses,1
10829,12,Wednesday,Apr,Stolen Property Offenses,2
10830,12,Wednesday,Apr,Weapon Law Violations,1
10928,12,Wednesday,May,Assault Offenses,27
10929,12,Wednesday,May,Burglary/Breaking & Entering,8
10930,12,Wednesday,May,Counterfeiting/Forgery,6
10931,12,Wednesday,May,Destruction/Damage/Vandalism of Property,11
10932,12,Wednesday,May,Drug/Narcotic Offenses,9
10933,12,Wednesday,May,Fraud Offenses,23
10934,12,Wednesday,May,Larceny/Theft Offenses,54
10935,12,Wednesday,May,Motor Vehicle Theft,6
10936,12,Wednesday,May,Pornography/Obscene Material,3
10937,12,Wednesday,May,Prostitution Offenses,2
10938,12,Wednesday,May,Robbery,1
10939,12,Wednesday,May,Sex Offenses,10
10940,12,Wednesday,May,Stolen Property Offenses,2
10941,12,Wednesday,May,Weapon Law Violations,2
10902,12,Wednesday,Jun,Arson,1
10903,12,Wednesday,Jun,Assault Offenses,23
10904,12,Wednesday,Jun,Burglary/Breaking & Entering,7
10905,12,Wednesday,Jun,Counterfeiting/Forgery,1
10906,12,Wednesday,Jun,Destruction/Damage/Vandalism of Property,3
10907,12,Wednesday,Jun,Drug/Narcotic Offenses,7
10908,12,Wednesday,Jun,Fraud Offenses,22
10909,12,Wednesday,Jun,Larceny/Theft Offenses,55
10910,12,Wednesday,Jun,Motor Vehicle Theft,5
10911,12,Wednesday,Jun,Pornography/Obscene Material,1
10912,12,Wednesday,Jun,Prostitution Offenses,3
10913,12,Wednesday,Jun,Sex Offenses,1
10914,12,Wednesday,Jun,Weapon Law Violations,3
10887,12,Wednesday,Jul,Animal Cruelty,1
10888,12,Wednesday,Jul,Assault Offenses,36
10889,12,Wednesday,Jul,Burglary/Breaking & Entering,9
10890,12,Wednesday,Jul,Counterfeiting/Forgery,8
10891,12,Wednesday,Jul,Destruction/Damage/Vandalism of Property,24
10892,12,Wednesday,Jul,Drug/Narcotic Offenses,6
10893,12,Wednesday,Jul,Embezzlement,1
10894,12,Wednesday,Jul,Fraud Offenses,28
10895,12,Wednesday,Jul,Kidnapping/Abduction,2
10896,12,Wednesday,Jul,Larceny/Theft Offenses,54
10897,12,Wednesday,Jul,Motor Vehicle Theft,4
10898,12,Wednesday,Jul,Robbery,3
10899,12,Wednesday,Jul,Sex Offenses,1
10900,12,Wednesday,Jul,"Sex Offenses, Non-forcible",1
10901,12,Wednesday,Jul,Stolen Property Offenses,4
10831,12,Wednesday,Aug,Assault Offenses,32
10832,12,Wednesday,Aug,Burglary/Breaking & Entering,7
10833,12,Wednesday,Aug,Counterfeiting/Forgery,5
10834,12,Wednesday,Aug,Destruction/Damage/Vandalism of Property,14
10835,12,Wednesday,Aug,Drug/Narcotic Offenses,5
10836,12,Wednesday,Aug,Extortion/Blackmail,1
10837,12,Wednesday,Aug,Fraud Offenses,14
10838,12,Wednesday,Aug,Kidnapping/Abduction,1
10839,12,Wednesday,Aug,Larceny/Theft Offenses,44
10840,12,Wednesday,Aug,Motor Vehicle Theft,6
10841,12,Wednesday,Aug,Robbery,1
10842,12,Wednesday,Aug,Sex Offenses,3
10843,12,Wednesday,Aug,Stolen Property Offenses,1
10844,12,Wednesday,Aug,Weapon Law Violations,1
10968,12,Wednesday,Sep,Assault Offenses,30
10969,12,Wednesday,Sep,Burglary/Breaking & Entering,3
10970,12,Wednesday,Sep,Counterfeiting/Forgery,3
10971,12,Wednesday,Sep,Destruction/Damage/Vandalism of Property,12
10972,12,Wednesday,Sep,Drug/Narcotic Offenses,5
10973,12,Wednesday,Sep,Embezzlement,1
10974,12,Wednesday,Sep,Fraud Offenses,18
10975,12,Wednesday,Sep,Gambling Offenses,1
10976,12,Wednesday,Sep,Kidnapping/Abduction,1
10977,12,Wednesday,Sep,Larceny/Theft Offenses,40
10978,12,Wednesday,Sep,Motor Vehicle Theft,2
10979,12,Wednesday,Sep,Pornography/Obscene Material,2
10980,12,Wednesday,Sep,Prostitution Offenses,2
10981,12,Wednesday,Sep,Robbery,2
10982,12,Wednesday,Sep,Sex Offenses,5
10983,12,Wednesday,Sep,"Sex Offenses, Non-forcible",1
10984,12,Wednesday,Sep,Stolen Property Offenses,2
10985,12,Wednesday,Sep,Weapon Law Violations,2
10955,12,Wednesday,Oct,Assault Offenses,52
10956,12,Wednesday,Oct,Burglary/Breaking & Entering,12
10957,12,Wednesday,Oct,Counterfeiting/Forgery,8
10958,12,Wednesday,Oct,Destruction/Damage/Vandalism of Property,23
10959,12,Wednesday,Oct,Drug/Narcotic Offenses,12
10960,12,Wednesday,Oct,Fraud Offenses,29
10961,12,Wednesday,Oct,Kidnapping/Abduction,1
10962,12,Wednesday,Oct,Larceny/Theft Offenses,69
10963,12,Wednesday,Oct,Motor Vehicle Theft,5
10964,12,Wednesday,Oct,Prostitution Offenses,1
10965,12,Wednesday,Oct,Sex Offenses,8
10966,12,Wednesday,Oct,"Sex Offenses, Non-forcible",1
10967,12,Wednesday,Oct,Weapon Law Violations,2
10942,12,Wednesday,Nov,Assault Offenses,41
10943,12,Wednesday,Nov,Burglary/Breaking & Entering,5
10944,12,Wednesday,Nov,Counterfeiting/Forgery,3
10945,12,Wednesday,Nov,Destruction/Damage/Vandalism of Property,18
10946,12,Wednesday,Nov,Drug/Narcotic Offenses,9
10947,12,Wednesday,Nov,Embezzlement,1
10948,12,Wednesday,Nov,Fraud Offenses,17
10949,12,Wednesday,Nov,Larceny/Theft Offenses,64
10950,12,Wednesday,Nov,Motor Vehicle Theft,2
10951,12,Wednesday,Nov,Pornography/Obscene Material,2
10952,12,Wednesday,Nov,Sex Offenses,2
10953,12,Wednesday,Nov,Stolen Property Offenses,1
10954,12,Wednesday,Nov,Weapon Law Violations,1
10845,12,Wednesday,Dec,Assault Offenses,29
10846,12,Wednesday,Dec,Burglary/Breaking & Entering,8
10847,12,Wednesday,Dec,Counterfeiting/Forgery,2
10848,12,Wednesday,Dec,Destruction/Damage/Vandalism of Property,13
10849,12,Wednesday,Dec,Drug/Narcotic Offenses,7
10850,12,Wednesday,Dec,Embezzlement,1
10851,12,Wednesday,Dec,Fraud Offenses,24
10852,12,Wednesday,Dec,Larceny/Theft Offenses,58
10853,12,Wednesday,Dec,Motor Vehicle Theft,1
10854,12,Wednesday,Dec,Robbery,2
10855,12,Wednesday,Dec,Sex Offenses,3
10856,12,Wednesday,Dec,"Sex Offenses, Non-forcible",2
10857,12,Wednesday,Dec,Stolen Property Offenses,3
10858,12,Wednesday,Dec,Weapon Law Violations,1
10544,12,Thursday,Jan,Assault Offenses,37
10545,12,Thursday,Jan,Burglary/Breaking & Entering,11
10546,12,Thursday,Jan,Counterfeiting/Forgery,9
10547,12,Thursday,Jan,Destruction/Damage/Vandalism of Property,16
10548,12,Thursday,Jan,Drug/Narcotic Offenses,13
10549,12,Thursday,Jan,Fraud Offenses,36
10550,12,Thursday,Jan,Larceny/Theft Offenses,50
10551,12,Thursday,Jan,Motor Vehicle Theft,3
10552,12,Thursday,Jan,Pornography/Obscene Material,3
10553,12,Thursday,Jan,Robbery,1
10554,12,Thursday,Jan,Sex Offenses,3
10555,12,Thursday,Jan,"Sex Offenses, Non-forcible",3
10556,12,Thursday,Jan,Weapon Law Violations,1
10531,12,Thursday,Feb,Assault Offenses,24
10532,12,Thursday,Feb,Burglary/Breaking & Entering,4
10533,12,Thursday,Feb,Counterfeiting/Forgery,2
10534,12,Thursday,Feb,Destruction/Damage/Vandalism of Property,19
10535,12,Thursday,Feb,Drug/Narcotic Offenses,10
10536,12,Thursday,Feb,Fraud Offenses,20
10537,12,Thursday,Feb,Larceny/Theft Offenses,47
10538,12,Thursday,Feb,Motor Vehicle Theft,3
10539,12,Thursday,Feb,Pornography/Obscene Material,1
10540,12,Thursday,Feb,Sex Offenses,2
10541,12,Thursday,Feb,"Sex Offenses, Non-forcible",2
10542,12,Thursday,Feb,Stolen Property Offenses,3
10543,12,Thursday,Feb,Weapon Law Violations,1
10582,12,Thursday,Mar,Assault Offenses,41
10583,12,Thursday,Mar,Burglary/Breaking & Entering,2
10584,12,Thursday,Mar,Counterfeiting/Forgery,1
10585,12,Thursday,Mar,Destruction/Damage/Vandalism of Property,15
10586,12,Thursday,Mar,Drug/Narcotic Offenses,9
10587,12,Thursday,Mar,Extortion/Blackmail,1
10588,12,Thursday,Mar,Fraud Offenses,20
10589,12,Thursday,Mar,Larceny/Theft Offenses,20
10590,12,Thursday,Mar,Motor Vehicle Theft,3
10591,12,Thursday,Mar,Pornography/Obscene Material,2
10592,12,Thursday,Mar,Robbery,2
10593,12,Thursday,Mar,Sex Offenses,4
10594,12,Thursday,Mar,Weapon Law Violations,1
10486,12,Thursday,Apr,Assault Offenses,34
10487,12,Thursday,Apr,Burglary/Breaking & Entering,5
10488,12,Thursday,Apr,Counterfeiting/Forgery,1
10489,12,Thursday,Apr,Destruction/Damage/Vandalism of Property,16
10490,12,Thursday,Apr,Drug/Narcotic Offenses,5
10491,12,Thursday,Apr,Embezzlement,1
10492,12,Thursday,Apr,Extortion/Blackmail,1
10493,12,Thursday,Apr,Fraud Offenses,21
10494,12,Thursday,Apr,Kidnapping/Abduction,1
10495,12,Thursday,Apr,Larceny/Theft Offenses,34
10496,12,Thursday,Apr,Motor Vehicle Theft,6
10497,12,Thursday,Apr,Pornography/Obscene Material,1
10498,12,Thursday,Apr,Robbery,2
10499,12,Thursday,Apr,Sex Offenses,3
10500,12,Thursday,Apr,"Sex Offenses, Non-forcible",1
10501,12,Thursday,Apr,Stolen Property Offenses,1
10502,12,Thursday,Apr,Weapon Law Violations,3
10595,12,Thursday,May,Assault Offenses,26
10596,12,Thursday,May,Burglary/Breaking & Entering,5
10597,12,Thursday,May,Counterfeiting/Forgery,5
10598,12,Thursday,May,Destruction/Damage/Vandalism of Property,11
10599,12,Thursday,May,Drug/Narcotic Offenses,10
10600,12,Thursday,May,Fraud Offenses,27
10601,12,Thursday,May,Larceny/Theft Offenses,55
10602,12,Thursday,May,Motor Vehicle Theft,2
10603,12,Thursday,May,Pornography/Obscene Material,2
10604,12,Thursday,May,Prostitution Offenses,1
10605,12,Thursday,May,Robbery,1
10606,12,Thursday,May,Sex Offenses,1
10607,12,Thursday,May,Weapon Law Violations,2
10568,12,Thursday,Jun,Assault Offenses,33
10569,12,Thursday,Jun,Burglary/Breaking & Entering,3
10570,12,Thursday,Jun,Counterfeiting/Forgery,1
10571,12,Thursday,Jun,Destruction/Damage/Vandalism of Property,13
10572,12,Thursday,Jun,Drug/Narcotic Offenses,12
10573,12,Thursday,Jun,Embezzlement,1
10574,12,Thursday,Jun,Fraud Offenses,27
10575,12,Thursday,Jun,Larceny/Theft Offenses,47
10576,12,Thursday,Jun,Motor Vehicle Theft,1
10577,12,Thursday,Jun,Pornography/Obscene Material,1
10578,12,Thursday,Jun,Sex Offenses,1
10579,12,Thursday,Jun,"Sex Offenses, Non-forcible",2
10580,12,Thursday,Jun,Stolen Property Offenses,1
10581,12,Thursday,Jun,Weapon Law Violations,1
10557,12,Thursday,Jul,Assault Offenses,25
10558,12,Thursday,Jul,Burglary/Breaking & Entering,7
10559,12,Thursday,Jul,Counterfeiting/Forgery,1
10560,12,Thursday,Jul,Destruction/Damage/Vandalism of Property,12
10561,12,Thursday,Jul,Drug/Narcotic Offenses,8
10562,12,Thursday,Jul,Fraud Offenses,26
10563,12,Thursday,Jul,Larceny/Theft Offenses,44
10564,12,Thursday,Jul,Motor Vehicle Theft,2
10565,12,Thursday,Jul,Sex Offenses,2
10566,12,Thursday,Jul,Stolen Property Offenses,2
10567,12,Thursday,Jul,Weapon Law Violations,1
10503,12,Thursday,Aug,Animal Cruelty,2
10504,12,Thursday,Aug,Arson,1
10505,12,Thursday,Aug,Assault Offenses,32
10506,12,Thursday,Aug,Burglary/Breaking & Entering,6
10507,12,Thursday,Aug,Counterfeiting/Forgery,7
10508,12,Thursday,Aug,Destruction/Damage/Vandalism of Property,15
10509,12,Thursday,Aug,Drug/Narcotic Offenses,8
10510,12,Thursday,Aug,Fraud Offenses,29
10511,12,Thursday,Aug,Larceny/Theft Offenses,58
10512,12,Thursday,Aug,Motor Vehicle Theft,6
10513,12,Thursday,Aug,Prostitution Offenses,1
10514,12,Thursday,Aug,Robbery,2
10515,12,Thursday,Aug,Sex Offenses,3
10516,12,Thursday,Aug,"Sex Offenses, Non-forcible",1
10517,12,Thursday,Aug,Stolen Property Offenses,3
10518,12,Thursday,Aug,Weapon Law Violations,1
10634,12,Thursday,Sep,Assault Offenses,32
10635,12,Thursday,Sep,Burglary/Breaking & Entering,6
10636,12,Thursday,Sep,Counterfeiting/Forgery,5
10637,12,Thursday,Sep,Destruction/Damage/Vandalism of Property,17
10638,12,Thursday,Sep,Drug/Narcotic Offenses,7
10639,12,Thursday,Sep,Extortion/Blackmail,1
10640,12,Thursday,Sep,Fraud Offenses,20
10641,12,Thursday,Sep,Larceny/Theft Offenses,39
10642,12,Thursday,Sep,Motor Vehicle Theft,6
10643,12,Thursday,Sep,Pornography/Obscene Material,3
10644,12,Thursday,Sep,Prostitution Offenses,1
10645,12,Thursday,Sep,Sex Offenses,8
10646,12,Thursday,Sep,"Sex Offenses, Non-forcible",1
10647,12,Thursday,Sep,Stolen Property Offenses,1
10648,12,Thursday,Sep,Weapon Law Violations,2
10620,12,Thursday,Oct,Assault Offenses,60
10621,12,Thursday,Oct,Burglary/Breaking & Entering,7
10622,12,Thursday,Oct,Counterfeiting/Forgery,5
10623,12,Thursday,Oct,Destruction/Damage/Vandalism of Property,26
10624,12,Thursday,Oct,Drug/Narcotic Offenses,12
10625,12,Thursday,Oct,Fraud Offenses,36
10626,12,Thursday,Oct,Larceny/Theft Offenses,68
10627,12,Thursday,Oct,Motor Vehicle Theft,5
10628,12,Thursday,Oct,Pornography/Obscene Material,2
10629,12,Thursday,Oct,Prostitution Offenses,1
10630,12,Thursday,Oct,Robbery,6
10631,12,Thursday,Oct,Sex Offenses,2
10632,12,Thursday,Oct,Stolen Property Offenses,1
10633,12,Thursday,Oct,Weapon Law Violations,1
10608,12,Thursday,Nov,Assault Offenses,52
10609,12,Thursday,Nov,Burglary/Breaking & Entering,7
10610,12,Thursday,Nov,Counterfeiting/Forgery,3
10611,12,Thursday,Nov,Destruction/Damage/Vandalism of Property,24
10612,12,Thursday,Nov,Drug/Narcotic Offenses,10
10613,12,Thursday,Nov,Fraud Offenses,23
10614,12,Thursday,Nov,Larceny/Theft Offenses,40
10615,12,Thursday,Nov,Motor Vehicle Theft,3
10616,12,Thursday,Nov,Prostitution Offenses,1
10617,12,Thursday,Nov,Sex Offenses,2
10618,12,Thursday,Nov,Stolen Property Offenses,3
10619,12,Thursday,Nov,Weapon Law Violations,2
10519,12,Thursday,Dec,Assault Offenses,30
10520,12,Thursday,Dec,Burglary/Breaking & Entering,2
10521,12,Thursday,Dec,Counterfeiting/Forgery,2
10522,12,Thursday,Dec,Destruction/Damage/Vandalism of Property,10
10523,12,Thursday,Dec,Drug/Narcotic Offenses,6
10524,12,Thursday,Dec,Fraud Offenses,28
10525,12,Thursday,Dec,Larceny/Theft Offenses,52
10526,12,Thursday,Dec,Motor Vehicle Theft,1
10527,12,Thursday,Dec,Pornography/Obscene Material,1
10528,12,Thursday,Dec,Sex Offenses,1
10529,12,Thursday,Dec,"Sex Offenses, Non-forcible",2
10530,12,Thursday,Dec,Stolen Property Offenses,1
9921,12,Friday,Jan,Assault Offenses,38
9922,12,Friday,Jan,Burglary/Breaking & Entering,11
9923,12,Friday,Jan,Counterfeiting/Forgery,4
9924,12,Friday,Jan,Destruction/Damage/Vandalism of Property,10
9925,12,Friday,Jan,Drug/Narcotic Offenses,12
9926,12,Friday,Jan,Embezzlement,1
9927,12,Friday,Jan,Fraud Offenses,17
9928,12,Friday,Jan,Larceny/Theft Offenses,50
9929,12,Friday,Jan,Motor Vehicle Theft,3
9930,12,Friday,Jan,Pornography/Obscene Material,2
9931,12,Friday,Jan,Sex Offenses,2
9932,12,Friday,Jan,"Sex Offenses, Non-forcible",1
9933,12,Friday,Jan,Stolen Property Offenses,1
9934,12,Friday,Jan,Weapon Law Violations,1
9908,12,Friday,Feb,Assault Offenses,38
9909,12,Friday,Feb,Burglary/Breaking & Entering,8
9910,12,Friday,Feb,Counterfeiting/Forgery,3
9911,12,Friday,Feb,Destruction/Damage/Vandalism of Property,18
9912,12,Friday,Feb,Drug/Narcotic Offenses,7
9913,12,Friday,Feb,Fraud Offenses,25
9914,12,Friday,Feb,Gambling Offenses,1
9915,12,Friday,Feb,Kidnapping/Abduction,2
9916,12,Friday,Feb,Larceny/Theft Offenses,32
9917,12,Friday,Feb,Motor Vehicle Theft,2
9918,12,Friday,Feb,Sex Offenses,6
9919,12,Friday,Feb,Stolen Property Offenses,2
9920,12,Friday,Feb,Weapon Law Violations,2
9962,12,Friday,Mar,Assault Offenses,30
9963,12,Friday,Mar,Burglary/Breaking & Entering,6
9964,12,Friday,Mar,Counterfeiting/Forgery,2
9965,12,Friday,Mar,Destruction/Damage/Vandalism of Property,10
9966,12,Friday,Mar,Drug/Narcotic Offenses,8
9967,12,Friday,Mar,Fraud Offenses,35
9968,12,Friday,Mar,Kidnapping/Abduction,1
9969,12,Friday,Mar,Larceny/Theft Offenses,48
9970,12,Friday,Mar,Motor Vehicle Theft,7
9971,12,Friday,Mar,Pornography/Obscene Material,4
9972,12,Friday,Mar,Prostitution Offenses,1
9973,12,Friday,Mar,Robbery,1
9974,12,Friday,Mar,Sex Offenses,3
9975,12,Friday,Mar,"Sex Offenses, Non-forcible",4
9976,12,Friday,Mar,Stolen Property Offenses,2
9977,12,Friday,Mar,Weapon Law Violations,2
9871,12,Friday,Apr,Assault Offenses,22
9872,12,Friday,Apr,Burglary/Breaking & Entering,6
9873,12,Friday,Apr,Counterfeiting/Forgery,4
9874,12,Friday,Apr,Destruction/Damage/Vandalism of Property,11
9875,12,Friday,Apr,Drug/Narcotic Offenses,7
9876,12,Friday,Apr,Fraud Offenses,12
9877,12,Friday,Apr,Larceny/Theft Offenses,43
9878,12,Friday,Apr,Motor Vehicle Theft,2
9879,12,Friday,Apr,Robbery,1
9880,12,Friday,Apr,Sex Offenses,2
9881,12,Friday,Apr,Stolen Property Offenses,1
9882,12,Friday,Apr,Weapon Law Violations,3
9978,12,Friday,May,Arson,1
9979,12,Friday,May,Assault Offenses,27
9980,12,Friday,May,Burglary/Breaking & Entering,9
9981,12,Friday,May,Counterfeiting/Forgery,4
9982,12,Friday,May,Destruction/Damage/Vandalism of Property,21
9983,12,Friday,May,Drug/Narcotic Offenses,12
9984,12,Friday,May,Extortion/Blackmail,1
9985,12,Friday,May,Fraud Offenses,20
9986,12,Friday,May,Human Trafficking,1
9987,12,Friday,May,Larceny/Theft Offenses,78
9988,12,Friday,May,Motor Vehicle Theft,6
9989,12,Friday,May,Pornography/Obscene Material,3
9990,12,Friday,May,Prostitution Offenses,1
9991,12,Friday,May,Robbery,1
9992,12,Friday,May,Sex Offenses,4
9993,12,Friday,May,Stolen Property Offenses,2
9994,12,Friday,May,Weapon Law Violations,1
9950,12,Friday,Jun,Arson,1
9951,12,Friday,Jun,Assault Offenses,28
9952,12,Friday,Jun,Burglary/Breaking & Entering,6
9953,12,Friday,Jun,Counterfeiting/Forgery,5
9954,12,Friday,Jun,Destruction/Damage/Vandalism of Property,10
9955,12,Friday,Jun,Drug/Narcotic Offenses,11
9956,12,Friday,Jun,Fraud Offenses,21
9957,12,Friday,Jun,Larceny/Theft Offenses,51
9958,12,Friday,Jun,Motor Vehicle Theft,8
9959,12,Friday,Jun,Sex Offenses,1
9960,12,Friday,Jun,Stolen Property Offenses,2
9961,12,Friday,Jun,Weapon Law Violations,1
9935,12,Friday,Jul,Assault Offenses,25
9936,12,Friday,Jul,Burglary/Breaking & Entering,8
9937,12,Friday,Jul,Counterfeiting/Forgery,7
9938,12,Friday,Jul,Destruction/Damage/Vandalism of Property,13
9939,12,Friday,Jul,Drug/Narcotic Offenses,5
9940,12,Friday,Jul,Embezzlement,1
9941,12,Friday,Jul,Fraud Offenses,21
9942,12,Friday,Jul,Kidnapping/Abduction,2
9943,12,Friday,Jul,Larceny/Theft Offenses,50
9944,12,Friday,Jul,Motor Vehicle Theft,3
9945,12,Friday,Jul,Prostitution Offenses,1
9946,12,Friday,Jul,Robbery,3
9947,12,Friday,Jul,Sex Offenses,1
9948,12,Friday,Jul,Stolen Property Offenses,3
9949,12,Friday,Jul,Weapon Law Violations,2
9883,12,Friday,Aug,Assault Offenses,43
9884,12,Friday,Aug,Burglary/Breaking & Entering,10
9885,12,Friday,Aug,Counterfeiting/Forgery,3
9886,12,Friday,Aug,Destruction/Damage/Vandalism of Property,19
9887,12,Friday,Aug,Drug/Narcotic Offenses,5
9888,12,Friday,Aug,Extortion/Blackmail,1
9889,12,Friday,Aug,Fraud Offenses,34
9890,12,Friday,Aug,Larceny/Theft Offenses,62
9891,12,Friday,Aug,Motor Vehicle Theft,6
9892,12,Friday,Aug,Sex Offenses,3
9893,12,Friday,Aug,Stolen Property Offenses,1
9894,12,Friday,Aug,Weapon Law Violations,1
10025,12,Friday,Sep,Assault Offenses,30
10026,12,Friday,Sep,Burglary/Breaking & Entering,4
10027,12,Friday,Sep,Counterfeiting/Forgery,3
10028,12,Friday,Sep,Destruction/Damage/Vandalism of Property,14
10029,12,Friday,Sep,Drug/Narcotic Offenses,12
10030,12,Friday,Sep,Extortion/Blackmail,1
10031,12,Friday,Sep,Fraud Offenses,22
10032,12,Friday,Sep,Larceny/Theft Offenses,54
10033,12,Friday,Sep,Motor Vehicle Theft,3
10034,12,Friday,Sep,Pornography/Obscene Material,1
10035,12,Friday,Sep,Sex Offenses,2
10036,12,Friday,Sep,"Sex Offenses, Non-forcible",1
10037,12,Friday,Sep,Weapon Law Violations,1
10011,12,Friday,Oct,Assault Offenses,35
10012,12,Friday,Oct,Burglary/Breaking & Entering,8
10013,12,Friday,Oct,Counterfeiting/Forgery,5
10014,12,Friday,Oct,Destruction/Damage/Vandalism of Property,21
10015,12,Friday,Oct,Drug/Narcotic Offenses,12
10016,12,Friday,Oct,Extortion/Blackmail,1
10017,12,Friday,Oct,Fraud Offenses,14
10018,12,Friday,Oct,Gambling Offenses,1
10019,12,Friday,Oct,Larceny/Theft Offenses,57
10020,12,Friday,Oct,Motor Vehicle Theft,4
10021,12,Friday,Oct,Pornography/Obscene Material,3
10022,12,Friday,Oct,Robbery,2
10023,12,Friday,Oct,Sex Offenses,3
10024,12,Friday,Oct,Stolen Property Offenses,2
9995,12,Friday,Nov,Assault Offenses,47
9996,12,Friday,Nov,Burglary/Breaking & Entering,5
9997,12,Friday,Nov,Counterfeiting/Forgery,6
9998,12,Friday,Nov,Destruction/Damage/Vandalism of Property,13
9999,12,Friday,Nov,Drug/Narcotic Offenses,13
10000,12,Friday,Nov,Embezzlement,2
10001,12,Friday,Nov,Fraud Offenses,30
10002,12,Friday,Nov,Kidnapping/Abduction,1
10003,12,Friday,Nov,Larceny/Theft Offenses,70
10004,12,Friday,Nov,Motor Vehicle Theft,4
10005,12,Friday,Nov,Pornography/Obscene Material,1
10006,12,Friday,Nov,Prostitution Offenses,1
10007,12,Friday,Nov,Robbery,3
10008,12,Friday,Nov,Sex Offenses,2
10009,12,Friday,Nov,Stolen Property Offenses,4
10010,12,Friday,Nov,Weapon Law Violations,5
9895,12,Friday,Dec,Animal Cruelty,1
9896,12,Friday,Dec,Assault Offenses,36
9897,12,Friday,Dec,Burglary/Breaking & Entering,11
9898,12,Friday,Dec,Counterfeiting/Forgery,5
9899,12,Friday,Dec,Destruction/Damage/Vandalism of Property,22
9900,12,Friday,Dec,Drug/Narcotic Offenses,14
9901,12,Friday,Dec,Embezzlement,1
9902,12,Friday,Dec,Fraud Offenses,26
9903,12,Friday,Dec,Larceny/Theft Offenses,56
9904,12,Friday,Dec,Motor Vehicle Theft,2
9905,12,Friday,Dec,Robbery,2
9906,12,Friday,Dec,Sex Offenses,1
9907,12,Friday,Dec,Weapon Law Violations,4
10238,12,Saturday,Jan,Assault Offenses,22
10239,12,Saturday,Jan,Burglary/Breaking & Entering,7
10240,12,Saturday,Jan,Counterfeiting/Forgery,1
10241,12,Saturday,Jan,Destruction/Damage/Vandalism of Property,12
10242,12,Saturday,Jan,Drug/Narcotic Offenses,2
10243,12,Saturday,Jan,Fraud Offenses,22
10244,12,Saturday,Jan,Homicide Offenses,1
10245,12,Saturday,Jan,Larceny/Theft Offenses,24
10246,12,Saturday,Jan,Motor Vehicle Theft,1
10247,12,Saturday,Jan,Pornography/Obscene Material,1
10248,12,Saturday,Jan,Robbery,2
10249,12,Saturday,Jan,Sex Offenses,2
10250,12,Saturday,Jan,Stolen Property Offenses,1
10251,12,Saturday,Jan,Weapon Law Violations,1
10227,12,Saturday,Feb,Assault Offenses,17
10228,12,Saturday,Feb,Burglary/Breaking & Entering,4
10229,12,Saturday,Feb,Counterfeiting/Forgery,1
10230,12,Saturday,Feb,Destruction/Damage/Vandalism of Property,12
10231,12,Saturday,Feb,Drug/Narcotic Offenses,4
10232,12,Saturday,Feb,Fraud Offenses,15
10233,12,Saturday,Feb,Larceny/Theft Offenses,33
10234,12,Saturday,Feb,Motor Vehicle Theft,3
10235,12,Saturday,Feb,Robbery,3
10236,12,Saturday,Feb,Sex Offenses,1
10237,12,Saturday,Feb,Stolen Property Offenses,1
10279,12,Saturday,Mar,Assault Offenses,30
10280,12,Saturday,Mar,Burglary/Breaking & Entering,10
10281,12,Saturday,Mar,Counterfeiting/Forgery,1
10282,12,Saturday,Mar,Destruction/Damage/Vandalism of Property,16
